adult,tconst,overview,poster_path,production_countries,production_companies_name,averageRating,category,primaryName,birthYear,genres,titles,languages_combined,votes,runtime,start_year,poster_url,video_link,overview_fr
False,tt11162428,"While looking for his concert outfit, Alexander will meet two refugees that his roommate had housed the day before. Meeting the other, Alex will become aware of the derisory aspect of his quest.",/tBirt8pEhjSS7hIrJw8boI0SfW.jpg,['BE'],"[""Médiadiffusion - Atelier de Production de l'IAD""]",6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Akram - ,"['ar', 'en', 'fr'], ",0.0 / , / 15.0,2019.0 - ,https://image.tmdb.org/t/p/w154/tBirt8pEhjSS7hIrJw8boI0SfW.jpg,https://www.youtube.com/watch?v=lNOETiC9eeA,"En cherchant sa tenue de concert, Alexandre va rencontrer deux réfugiés que son colocataire avait hébergés la veille. En rencontrant l'autre, Alex va prendre conscience de l'aspect dérisoire de sa quête."
False,tt11190652,"Eve used to be one of the most famous rose creators in the world. Today, her company is on the verge of bankruptcy. On top of that, her secretary Vera has hired three outcasts with absolutely no gardening skills. Though they have nothing in common, they come up with the most crazy plan that could change their lives forever...",/n483iObdjFSkz2AOivAAHloDBr2.jpg,['FR'],"['Estrella Productions', 'France 3 Cinéma', 'Auvergne-Rhône-Alpes Cinéma']",6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",The Rose Maker - ,"['fr'], ",6.741 / , / 105.0,2020.0 - ,https://image.tmdb.org/t/p/w154/q1t2rzWx3CzlXcsXMZRo6VK3Q2E.jpg,https://www.youtube.com/watch?v=9XRxGj_ZKXw,"Ève était autrefois l'une des créatrices de roses les plus célèbres au monde. Aujourd'hui, son entreprise est au bord de la faillite. En plus de cela, sa secrétaire Vera a embauché trois parias qui n'ont absolument aucune compétence en jardinage. Bien qu'ils n'aient rien en commun, ils élaborent le plan le plus fou qui pourrait changer leur vie à jamais..."
False,tt11210390,Gallic heroes and forever friends Asterix and Obelix journey to China to help Princess Sa See save the Empress and her land from a nefarious prince.,/ifOqT5SmA4ANjmyEacLw3KAFKUd.jpg,['FR'],"['Les Éditions Albert René', 'Les Enfants Terribles', 'Pathé', 'Trésor Films']",5.1,actor,Guillaume Canet,1973.0,"['Comedy', 'Adventure', 'Family'],Adventure,Comedy,Family",Astérix & Obélix: The Middle Kingdom - Astérix & Obélix: L'Empire du Milieu,"['fr'], fr",4.9 / 10999.0,112.0 / 112.0,2023.0 - 2023.0,https://image.tmdb.org/t/p/w154/3CzVSFdRFnJEHeSGKwkWe6Yo6yE.jpg,https://www.youtube.com/watch?v=_MPJs0vD_oQ,"Héros gaulois et amis pour toujours, Astérix et Obélix se rendent en Chine pour aider la princesse Sa See à sauver l'impératrice et son pays d'un prince néfaste."
False,tt11231280,"Taking advantage of his mother's absence as she departs on a cruise ship for some rest and relaxation, 12-year-old Félix sets out to find his father, a fisherman who disappeared at sea two years earlier.",/fqRKcVybzM2NXV9p9vvx337HMXy.jpg,['CA'],['Productions 10th Ave'],6.400674684658257,actress,Karine Vanasse,1983.0,"['Family', 'Adventure', 'Animation'],Adventure,Animation,Family",Felix and the Treasure of Morgäa - Felix and the Hidden Treasure,"['fr'], en",5.4 / 54558.04810794954,85.0 / 85.0,2021.0 - 2021.0,https://image.tmdb.org/t/p/w154/fMa1u2dgmsnRahWJ2NtOUQsuiLo.jpg,https://www.youtube.com/watch?v=hDjOCiWnB0o,"Profitant de l'absence de sa mère qui part en croisière se reposer et se détendre, Félix, 12 ans, part à la recherche de son père, un pêcheur disparu en mer deux ans plus tôt."
False,tt1125863,"Journey back in time to an age of ancient mysteries, superhuman deeds and breathtaking, mythical adventures in this thrillingly animated story of the most powerful hero to walk the earth!",/93POrGocdk5u5dQ3nd9mU1pJTuK.jpg,[],['Golden Films'],6.400674684658257,actor,Unknown,1981.0,"['Family', 'Animation', 'Adventure'],",Hercules - ,"['fr'], ",6.5 / , / 48.0,1997.0 - ,https://image.tmdb.org/t/p/w154/93POrGocdk5u5dQ3nd9mU1pJTuK.jpg,https://www.youtube.com/watch?v=Oc3Knq2jXRQ,"Voyagez dans le temps à une époque de mystères anciens, d'actes surhumains et d'aventures mythiques à couper le souffle dans cette histoire animée palpitante du héros le plus puissant à avoir marché sur terre !"
False,tt1129442,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",/ngpLhUccj6mlvAVpiIa7jUcFxhT.jpg,"['FR', 'US']","['Grive Productions', 'EuropaCorp', 'TF1 Films Production', 'Quinta Communications', 'Current Entertainment', 'Canal+', 'Lionsgate']",6.400674684658257,actor,Unknown,1981.0,"['Action', 'Adventure', 'Thriller', 'Crime'],",Transporter 3 - ,"['en', 'uk', 'fr', 'ru', 'hu'], ",6.137 / , / 104.0,2008.0 - ,https://image.tmdb.org/t/p/w154/imAYHaepKlXo5ulGAJD1nEVtuBh.jpg,https://www.youtube.com/watch?v=aNO-fmVu4RI,"Frank Martin enfile ses gants de conducteur pour conduire Valentina, la fille kidnappée d'un fonctionnaire ukrainien, de Marseille à Odessa, sur la mer Noire. En route, il doit faire face à des voyous qui veulent intercepter la livraison de Valentina sans risquer de laisser ses sentiments personnels prendre le dessus sur son dangereux objectif."
False,tt1130988,"Between his tax problems and his legal battle with his wife for the custody of his daughter, these are hard times for the action movie star who finds that even Steven Seagal has pinched a role from him! This fictionalized version of Jean-Claude Van Damme returns to the country of his birth to seek the peace and tranquility he can no longer enjoy in the United States, but inadvertently gets involved in a bank robbery with hostages.",/8fdLq1X9n770THGtGDx2e74ETvE.jpg,"['BE', 'FR', 'LU']","['Gaumont', 'Samsa Film', 'Artémis Productions', 'Bankable', 'La SOFICA Cofinova 4', 'CinéCinéma', 'Film Fund Luxembourg', 'Cofinova 4', 'Canal+', 'RTBF']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Action', 'Comedy', 'Crime'],",JCVD - ,"['fr', 'en'], ",6.642 / , / 96.0,2008.0 - ,https://image.tmdb.org/t/p/w154/g65MZXhaDrLVPo0uwxhgG6R0so6.jpg,https://www.youtube.com/watch?v=_T_Whr4tQOs,"Entre ses problèmes fiscaux et sa bataille juridique avec sa femme pour la garde de sa fille, les temps sont durs pour la star de cinéma d'action qui découvre que même Steven Seagal lui a piqué un rôle ! Cette version romancée de Jean-Claude Van Damme revient dans son pays natal pour chercher la paix et la tranquillité dont il ne peut plus profiter aux États-Unis, mais se retrouve impliquée par inadvertance dans un braquage de banque avec prise d'otages."
False,tt1130993,"The Malakian clan, a family of ruthless gangsters, controls the underworld of Southern France. At its head, the violent godfather Milo Malakian rules his world with an iron fist. His son and heir, Anton, dreams of breaking free and making his own choices. But the gang's inner circle is engraved in blood. To escape, not only does Anton have to counter his own destiny, but also the man who has sworn to bring his father down.",/9YFYG4vwxrviT3PKS0VJ8JcwyI7.jpg,['FR'],"['TFM Distribution', 'Alter Films', 'Thelma Films', 'TF1 Films Production', 'Medusa Film', 'Tamasa Distribution', 'Canal+', 'CNC', ""Conseil Régional de Provence-Alpes Côte d'Azur"", 'Département des Alpes-Maritimes', 'Medusa Distribuzione', 'Hollywood Classic Entertainment', 'Phase 4 Films']",6.400674684658257,actor,Unknown,1981.0,"['Action', 'Adventure', 'Thriller'],",Ultimate Heist - ,"['hy', 'fr', 'de'], ",5.383 / , / 94.0,2009.0 - ,https://image.tmdb.org/t/p/w154/4IDltXrc8opYY232jjbKJ3Y8pcg.jpg,https://www.youtube.com/watch?v=C96w5z1o8us,"Le clan Malakian, une famille de gangsters impitoyables, contrôle le milieu interlope du sud de la France. À sa tête, le violent parrain Milo Malakian dirige son monde d'une main de fer. Son fils et héritier, Anton, rêve de s'en sortir et de faire ses propres choix. Mais le cercle intime du gang est gravé dans le sang. Pour s'échapper, Anton doit non seulement contrecarrer son propre destin, mais aussi celui de l'homme qui a juré de faire tomber son père."
False,tt11310608,"A boy and his eccentric parents leave their home in Paris for a country house in Spain. As the mother descends deeper into her own mind, it's up to the boy and his father to keep her safe and happy.",/x7pOnu6IfkTFkkOguXPKK81ME4g.jpg,['FR'],"['Curiosa Films', 'JPG Films', 'France 2 Cinéma', 'Orange Studio', 'StudioCanal', 'uMedia']",6.4,actor,Romain Duris,1974.0,"['Drama', 'Comedy', 'Romance'],Comedy,Drama,Romance",Waiting for Bojangles - Waiting for Bojangles,"['fr'], en",7.511 / 2265.0,124.0 / 124.0,2021.0 - 2021.0,https://image.tmdb.org/t/p/w154/1w9WQexYgNUWzklEDHFZEyK2xNX.jpg,https://www.youtube.com/watch?v=VS-4EJnjkkI,"Un garçon et ses parents excentriques quittent leur maison parisienne pour une maison de campagne en Espagne. Alors que la mère s'enfonce dans son propre esprit, c'est au garçon et à son père de la garder en sécurité et heureuse."
False,tt11352318,"Benjamin tells his ex-girlfriend, Angie, that he joined a cell of left-wing terrorists to get revenge on her former boss, who owns a right-wing radio station. His story blends conceptual artists, amateur theatre troupes, hallucinogenic vinyl record and other magical powers. All that nonsense leave Angie wondering if he made that up only to win her back.",/o5jznWqEpKl5Az2lNIDzGzNNwW5.jpg,['CA'],['Barbutène ltée'],6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Fantasy', 'Mystery'],",Nut Jobs - ,"['en', 'fr', 'de'], ",0.0 / , / 84.0,2022.0 - ,https://image.tmdb.org/t/p/w154/geiyZuNg7s4u9x9wINFbfpRKgKv.jpg,https://www.youtube.com/watch?v=Gq14Cw1zaqc,"Benjamin raconte à son ex-petite amie Angie qu'il a rejoint une cellule de terroristes d'extrême gauche pour se venger de son ancien patron, propriétaire d'une station de radio d'extrême droite. Son histoire mêle artistes conceptuels, troupes de théâtre amateur, disques vinyles hallucinogènes et autres pouvoirs magiques. Toutes ces bêtises laissent Angie se demander s'il n'a pas inventé ça uniquement pour la reconquérir."
False,tt1139800,"A brilliant and neurotic attorney goes to Monaco to defend a famous criminal. But, instead of focusing on the case, he falls for a beautiful she-devil, who turns him into a complete wreck... Hopefully, his zealous bodyguard will step in and put everything back in order... Or will he ?",/xAe375gjZjrBkbfL4cS6k9R2Ffk.jpg,['FR'],"['Ciné-@', 'Soudaine Compagnie']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",The Girl from Monaco - ,"['fr'], ",5.026 / , / 95.0,2008.0 - ,https://image.tmdb.org/t/p/w154/dME9XEWWmsts3SON5bZpcmBt1SO.jpg,https://www.youtube.com/watch?v=bnQGv59WQgc,"Un brillant et névrosé avocat se rend à Monaco pour défendre un célèbre criminel. Mais, au lieu de se concentrer sur l'affaire, il tombe amoureux d'une belle diablesse, qui le transforme en une épave complète... Espérons que son garde du corps zélé interviendra et remettra tout en ordre... Ou le fera-t-il ?"
False,tt1149361,"While standing in the doorway of the video shop where he works, Bazil is inadvertently shot in the head. Now homeless and jobless, he is taken in by a troupe of misfits who live in a giant mound of trash. There Bazil begins his quest for revenge against the people who produced the gun that shot him.",/tU5oKpfIjUlI2fYpG7RCNObfHwi.jpg,['FR'],"['Epithète Films', 'Tapioca Films', 'Warner Bros. Entertainment France', 'France 2 Cinéma', 'France 3 Cinéma', 'OCS', 'France 2', 'France 3', 'La Région Île-de-France']",6.400674684658257,actor,Unknown,1981.0,"['Action', 'Comedy', 'Crime'],",Micmacs - ,"['fr'], ",6.594 / , / 100.0,2009.0 - ,https://image.tmdb.org/t/p/w154/aRSEs2Wkb8b0BpoKfu488vi0t9B.jpg,https://www.youtube.com/watch?v=Gor6z4YDPhU,"Alors qu'il se tient sur le pas de la porte du magasin de vidéo où il travaille, Bazil est accidentellement touché à la tête par une balle. Désormais sans abri et sans emploi, il est recueilli par une troupe de marginaux qui vivent dans un monticule géant de déchets. C'est là que Bazil commence sa quête de vengeance contre les personnes qui ont fabriqué l'arme qui lui a tiré dessus."
False,tt11541872,"Set in the world of 2045, where communities have robotic helpers, a group of suburbanites are locked in for their protection by their household robots, while a rogue, self-aware AI android revolt uprising takes place outside.",/jDJOojbuqgnNVGmKgmuYzBpaIgP.jpg,['FR'],"['Eskwad', 'Gaumont', 'Tapioca Films']",6.400674684658257,actor,Unknown,1981.0,"['Science Fiction', 'Comedy'],",Bigbug - ,"['fr'], ",5.252 / , / 111.0,2022.0 - ,https://image.tmdb.org/t/p/w154/afOW9clWoB4iWMtMG7XZWQpgS7o.jpg,https://www.youtube.com/watch?v=FWUkh23vBhs,"Situé dans le monde de 2045, où les communautés ont des assistants robotiques, un groupe de banlieusards est enfermé pour sa protection par leurs robots domestiques, tandis qu'une révolte d'androïdes IA rebelles et conscients d'eux-mêmes a lieu à l'extérieur."
False,tt1160012,"French film icons Gérard Depardieu and Fanny Ardant star in this romantic comedy about a Parisian couple in their fifties who share a comfortable life, a beautiful home, a posh country club and a midlife crisis. Following a dream vacation to Israel where Alain (Depardieu) explores his Jewish roots, Gisèle (Ardant) insists they change their life and move to Tel Aviv. While Gisèle, a Jewish convert, finds her new life inspiring; Alain fights to embrace Hebrew, Jewish tradition and a new circumcision. Will Alain and Gisèle learn whether Shalom represents Hello or Goodbye?",/jQi1Qwxi0HLOc7I1aGCjsLRStyY.jpg,[],[],6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy', 'Romance'],",Hello Goodbye - ,"['en', 'fr'], ",5.9 / , / 99.0,2008.0 - ,https://image.tmdb.org/t/p/w154/nlwDVgdGNi5arkwI9CYWcgAhc0A.jpg,https://www.youtube.com/watch?v=eEUzbJ8Minw,"Les icônes du cinéma français Gérard Depardieu et Fanny Ardant sont les vedettes de cette comédie romantique sur un couple parisien d'une cinquantaine d'années qui partagent une vie confortable, une belle maison, un country club chic et une crise de la quarantaine. Après des vacances de rêve en Israël où Alain (Depardieu) explore ses racines juives, Gisèle (Ardant) insiste pour qu'ils changent de vie et s'installent à Tel Aviv. Tandis que Gisèle, une convertie au judaïsme, trouve sa nouvelle vie inspirante, Alain se bat pour embrasser l'hébreu, la tradition juive et une nouvelle circoncision. Alain et Gisèle sauront-ils si Shalom représente le bonjour ou l'adieu ?"
False,tt1160022,"Teachers in a rural school, happy couple Fiona and Dom have a common passion: Latin Dancing. One night, after a glorious dance competition, they have a car accident and see their lives turn upside down. Rumba or how optimism and humour can overcome fatality!",/i8sefBRWssVWV6dJZfRz5HpzrI1.jpg,"['FR', 'BE']","['Courage Mon Amour', 'MK2 Films', 'Canal+']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",Rumba - ,"['fr'], ",5.7 / , / 77.0,2008.0 - ,https://image.tmdb.org/t/p/w154/oZSjoQAVgV6MemlfbX8AFDtgBX5.jpg,https://www.youtube.com/watch?v=Jx8SwADO8IE,"Professeurs dans une école rurale, Fiona et Dom, un couple heureux, ont une passion commune : la danse latine. Un soir, après un concours de danse glorieux, ils ont un accident de voiture et voient leur vie basculer. La rumba ou comment l'optimisme et l'humour peuvent vaincre la fatalité !"
False,tt1163752,"During the summer of 1968, Leon, a 10-year-old boy, navigates the hardships of young love, his lunatic mother's whims, and his urges to vandalize the house of his neighbors.",/e2DhjSlCxh9mtV3WmAH3lhwnHCO.jpg,['CA'],[],7.4,actor,Antoine L'Écuyer,1997.0,"['Comedy', 'Drama'],Comedy,Drama,Family","It's Not Me, I Swear! - It's Not Me, I Swear!","['fr'], en",7.186 / 2420.0,110.0 / 110.0,2008.0 - 2008.0,https://image.tmdb.org/t/p/w154/sYQdLSVnA5dDjZvI8ew33MaBb7B.jpg,https://www.youtube.com/watch?v=v_RZk6Waa-s,"Durant l'été 1968, Léon, un garçon de 10 ans, navigue entre les difficultés du jeune amour, les caprices de sa mère lunatique et ses envies de vandaliser la maison de ses voisins."
False,tt1166094,"15 years later, the guys have been through a lot, but still, they go out to pick women up if possible as they have to face that they aren't as young as they once were.",/zm9PZx2qD5ud4JO2tgcaN471M7b.jpg,['CA'],['Videofilms'],6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Cruising Bar 2 - ,"['fr'], ",6.0 / , / 103.0,2008.0 - ,https://image.tmdb.org/t/p/w154/zm9PZx2qD5ud4JO2tgcaN471M7b.jpg,https://www.youtube.com/watch?v=83VS_8qo1z4,"15 ans plus tard, les gars ont traversé beaucoup d'épreuves, mais ils continuent à sortir pour draguer des femmes si possible car ils doivent faire face au fait qu'ils ne sont plus aussi jeunes qu'avant."
False,tt11663790,"Forced by the parents to be married, a young couple in Paris discover things about themselves as they mature through their romance together.",/o4hEfby4KizZ2j6qjMHNKCdHmk1.jpg,"['FR', 'US']","['Zone 6 Films', 'Luca Severi Production Group']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Romance'],",Vuja de - ,"['en', 'fr', 'it'], ",0.0 / , / 7.0,2022.0 - ,https://image.tmdb.org/t/p/w154/o4hEfby4KizZ2j6qjMHNKCdHmk1.jpg,https://www.youtube.com/watch?v=435326197,"Contraints par leurs parents à se marier, un jeune couple parisien découvre des choses sur eux-mêmes à mesure qu'ils mûrissent à travers leur histoire d'amour."
False,tt1167660,"French top secret agent, Hubert Bonisseur de la Bath, is sent to Rio to buy microfilms from a running nazi. To do so, he has to team up with Mossad secret services.",/rhv06T3gTFOShIVkQ0UipZFIyDw.jpg,['FR'],['Gaumont'],6.8,actor,Jean Dujardin,1972.0,"['Crime', 'Action', 'Comedy'],Action,Adventure,Comedy",OSS 117: Lost in Rio - OSS 117: Rio ne répond plus,"['pt', 'fr', 'en', 'he'], fr",7.131 / 16925.0,101.0 / 100.0,2009.0 - 2009.0,https://image.tmdb.org/t/p/w154/sNL1aPGCMFmcnNDFWVUKehO3Vjr.jpg,https://www.youtube.com/watch?v=T8qeDWjAypo,"L'agent secret français Hubert Bonisseur de la Bath est envoyé à Rio pour acheter des microfilms à un nazi en fuite. Pour cela, il doit s'associer aux services secrets du Mossad."
False,tt1168639,"A family’s secret, it’s a time bomb !  Despite their fundamentally opposite characters, Albert and Gédéon, former participants of the May 1968 protest movement, share the same house since the disappearance of the woman of Albert.  When Claire, the Albert’s daughter, come back to home, secrets of their past « Flower Power » reappear …",/cRcl4zINx3ETlIP4vgKV3zdXXvU.jpg,['FR'],"['Program 33', 'Rezo Productions', 'Banque Populaire Images 8', 'Sofica Soficinéma 4', 'CNC', 'Canal+', 'TPS Star', 'Centre Images', 'Iris Group']",6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Home Sweet Home - ,"['fr', 'en'], ",5.0 / , / 100.0,2008.0 - ,https://image.tmdb.org/t/p/w154/cRcl4zINx3ETlIP4vgKV3zdXXvU.jpg,https://www.youtube.com/watch?v=FGbwvn0Ll5Q,"Un secret de famille, une bombe à retardement ! Malgré leurs caractères fondamentalement opposés, Albert et Gédéon, anciens participants du mouvement de contestation de Mai 1968, partagent la même maison depuis la disparition de la femme d’Albert. Lorsque Claire, la fille d’Albert, revient à la maison, les secrets de leur passé « Flower Power » réapparaissent…"
False,tt1172168,A young martial arts student gets caught up in a series of Kung Fu adventures with a woman who manages a Chinese restaurant.,/wHFal3J9GBEo1N6LoG6d90cg7Zc.jpg,['JP'],"['KADOKAWA', 'area japan', 'nice day']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",Kung Fu Kid - ,"['fr', 'ja'], ",6.1 / , / 98.0,2007.0 - ,https://image.tmdb.org/t/p/w154/wHFal3J9GBEo1N6LoG6d90cg7Zc.jpg,https://www.youtube.com/watch?v=6U-BgiXyebg,Un jeune étudiant en arts martiaux se retrouve pris dans une série d'aventures de Kung Fu avec une femme qui gère un restaurant chinois.
False,tt11748354,"Anne Walberg is a celebrity in the world of perfume.  She creates fragrances and sells her incredible talent to companies of all kinds.  She lives as a diva, selfish, with a strong temper.  Guillaume is her new driver and the only one who is not afraid to stand up to her.  No doubt this is the reason why she does not fire him.",/bxznjkBwhTJ4gTycZa02cxZltK1.jpg,['FR'],"['Les Films Velvet', 'France 3 Cinéma']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",Perfumes - ,"['fr'], ",6.364 / , / 100.0,2020.0 - ,https://image.tmdb.org/t/p/w154/4gqlDp98EgfKJC37tfZDNyAlFys.jpg,https://www.youtube.com/watch?v=isamgE_BYP4,"Anne Walberg est une célébrité dans le monde du parfum. Elle crée des parfums et vend son incroyable talent à des entreprises de toutes sortes. Elle vit en diva, égoïste, avec un fort caractère. Guillaume est son nouveau chauffeur et le seul qui n'a pas peur de lui tenir tête. C'est sans doute la raison pour laquelle elle ne le licencie pas."
False,tt1176410,"Eddie, a struggling animal trainer and single dad suddenly finds himself the personal wrangler for a large and lovable St. Bernard whose fabulous movie ""audition"" catapults the dog to stardom. However, a trio of unscrupulous ne'er-do-wells have plans to kidnap the famous dog and hold him for ransom.",/n6BFaobIdGWQhYI1uiq9gmY4FBq.jpg,['US'],['Universal Pictures'],6.400674684658257,actor,Unknown,1981.0,"['Family', 'Comedy'],",Beethoven's Big Break - ,"['en', 'fr'], ",5.182 / , / 101.0,2008.0 - ,https://image.tmdb.org/t/p/w154/nAbBtxcUkCJa8zfkN7ifzkK7kdz.jpg,https://www.youtube.com/watch?v=82C0jp_uUC8,"Eddie, un dresseur d'animaux en difficulté et père célibataire, se retrouve soudain à devoir s'occuper personnellement d'un grand et adorable Saint-Bernard dont la fabuleuse « audition » pour un film catapulte le chien au rang de star. Cependant, un trio de vauriens sans scrupules a l'intention de kidnapper le célèbre chien et de le garder en otage contre rançon."
False,tt1176954,"Yvan finds a burglar in his house. After some consideration, Yvan decides not to call the police and to drop the lad near the nearby city but he ends up giving him a lift home to his parents. Together, they travel through Belgium and meet some extraordinary people and find themselves in ditto situations.",/uHRo3ODUGBEiUmQYWG3uRwFUXnG.jpg,"['BE', 'FR']",['Versus Production'],6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",Eldorado - ,"['fr'], ",6.587 / , / 85.0,2008.0 - ,https://image.tmdb.org/t/p/w154/uHRo3ODUGBEiUmQYWG3uRwFUXnG.jpg,https://www.youtube.com/watch?v=251634590,"Yvan découvre un cambrioleur dans sa maison. Après réflexion, Yvan décide de ne pas appeler la police et de déposer le garçon près de la ville voisine mais il finit par le raccompagner chez ses parents. Ensemble, ils parcourent la Belgique et rencontrent des gens extraordinaires et se retrouvent dans des situations similaires."
False,tt1179025,"An adventure set in the early part of the 20th century, focused on a popular novelist and her dealings with would-be suitors, the cops, monsters, and other distractions.",/1nYv7H0XJFgrJ5LewGlyNDvjqdq.jpg,['FR'],"['EuropaCorp', 'Apipoulaï', 'TF1 Films Production']",6.3,actress,Louise Bourgoin,1981.0,"['Fantasy', 'Adventure', 'Action', 'Mystery'],Action,Adventure,Comedy",The Extraordinary Adventures of Adèle Blanc-Sec - Adèle and the Secret of the Mummy,"['fr'], en",6.156 / 23142.0,107.0 / 105.0,2010.0 - 2010.0,https://image.tmdb.org/t/p/w154/kYemgnbCZWg9zBzizin8wEaYZl2.jpg,https://www.youtube.com/watch?v=a6djPGS3RCA,"Une aventure se déroulant au début du XXe siècle, centrée sur une romancière populaire et ses relations avec des prétendants potentiels, les flics, les monstres et d'autres distractions."
False,tt1179258,"A sumptuous dramatic comedy set in late 19th Century France, during the Belle Epoque, a period of social and cultural excess in European upper classes which ended only as the First World War erupted.",/wq7uOs9bB4ZAV59tApzwL9go6oz.jpg,"['FR', 'DE', 'GB']","['Bill Kenwright Films', 'UK Film Council', 'France 3 Cinéma', 'Pathé']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy', 'Romance'],",Chéri - ,"['en', 'fr', 'it', 'la'], ",6.074 / , / 86.0,2009.0 - ,https://image.tmdb.org/t/p/w154/azcCitt5CWSZcTsUX3Yv5slEMKe.jpg,https://www.youtube.com/watch?v=S_dCJ7NQLxs,"Une somptueuse comédie dramatique se déroulant dans la France de la fin du XIXe siècle, à la Belle Époque, une période d'excès sociaux et culturels dans les classes supérieures européennes qui ne prit fin qu'avec l'éclatement de la Première Guerre mondiale."
False,tt1182887,A divorcee has a passionate affair with a much younger surfing instructor in Hawaii.,/uOyyB1as3g5qIzb2Fm6KV32XiCQ.jpg,['US'],"['Mukerjee-Brown Productions', 'PeaceOut Productions', 'Von Zerneck Sertner Films', 'Nomadic Pictures', 'Sony Pictures Television Studios', 'Island Film Groug', 'MarVista Entertainment']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Romance', 'Drama'],",Flirting with Forty - ,"['fr', 'en'], ",5.3 / , / 87.0,2008.0 - ,https://image.tmdb.org/t/p/w154/fMht3MUnSDWyk4LoAWTFLcT6GDg.jpg,https://www.youtube.com/watch?v=0JPKiqXKr10,Une divorcée entretient une liaison passionnée avec un professeur de surf beaucoup plus jeune à Hawaï.
False,tt1190080,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",/zaqam2RNscH5ooYFWInV6hjx6y5.jpg,['US'],"['Columbia Pictures', 'Centropolis Entertainment', 'Farewell Productions', 'The Mark Gordon Company']",6.400674684658257,actor,Unknown,1981.0,"['Action', 'Adventure', 'Science Fiction'],",2012 - ,"['en', 'es', 'it', 'zh', 'la', 'de', 'pt', 'ru', 'bo', 'fr', 'hi'], ",5.812 / , / 158.0,2009.0 - ,https://image.tmdb.org/t/p/w154/fuImIBldvqlh21mJNJzFKUdUU3u.jpg,https://www.youtube.com/watch?v=ce0N3TEcFw0,"Le Dr Adrian Helmsley, membre d'une équipe de géophysique internationale qui étudie les effets sur la Terre des radiations émises par des tempêtes solaires sans précédent, apprend que le noyau terrestre se réchauffe. Il prévient le président américain Thomas Wilson que la croûte terrestre devient instable et que sans préparation adéquate pour sauver une fraction de la population mondiale, l'humanité entière est condamnée. Pendant ce temps, l'écrivain Jackson Curtis tombe sur la même information. Alors que les dirigeants du monde entier se précipitent pour construire des ""arches"" pour échapper au cataclysme imminent, Curtis se bat pour trouver un moyen de sauver sa famille. Pendant ce temps, des éruptions volcaniques et des tremblements de terre d'une force sans précédent font des ravages dans le monde entier."
False,tt1196124,"Based on the award winning short film, Blood Shot is the story of a cop named Rip whose life falls apart as he chases a terminator-like vampire, who happens to be a hitman for the CIA. They must join forces to stop a terrorist cell before its too late, battling through obstacles such as a harem, giant eunuch, demon-genie, and even explosive midgets.",/zUnT6gvOiuGwd4bh4VUs7uc2FXO.jpg,['US'],"[""Fine Lookin' Productions"", 'Infinite Justice Productions', 'Andrew Wyly Film Company']",6.400674684658257,actor,Brennan Elliott,1975.0,"['Action', 'Comedy', 'Horror'],Action,Comedy,Horror",Blood Shot - Vampire Assassin,"['fr', 'en'], fr",4.032 / 54558.04810794954,96.0 / 95.0,2013.0 - 2013.0,https://image.tmdb.org/t/p/w154/zUnT6gvOiuGwd4bh4VUs7uc2FXO.jpg,https://www.youtube.com/watch?v=xbmsFqxA2v8,"Basé sur le court-métrage primé, Blood Shot raconte l'histoire d'un policier nommé Rip dont la vie s'écroule alors qu'il poursuit un vampire ressemblant à un terminator, qui se trouve être un tueur à gages de la CIA. Ils doivent unir leurs forces pour arrêter une cellule terroriste avant qu'il ne soit trop tard, en affrontant des obstacles tels qu'un harem, un eunuque géant, un génie démoniaque et même des nains explosifs."
